DONATIONNUMBER,ITEMNUMBER,ITEMDESCRIPTION,DONATIONREASON,PACK,SIZE_,SIZEUOM,PACKAGINGTYPE,UNITOFMEASURE,QUANTITY,QUANTITYPERPALLET,TOTALPALLETS,GROSSWEIGHT,TOTALGROSSWEIGHT,NETWEIGHT,CUBE,STORAGEREQUIREMENT,MANUFACTUREDATE,EXPIRATIONDATE,SHELFLIFE,EXTENSION,USEBYDATE,BILLOFLADINGNUMBER,STATUS,CODEDATETYPE,MAGREFNUMBER,RNUM
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,,Ounce,,Case,64.0,64.0,1.0,30.1409375,1929.02,,,DRY,,,,60,3/26/2018,,Acknowledged,,39000,128
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,,Ounce,,Case,21.0,64.0,9.0,30.14095238,632.95999998,,,DRY,,,,60,3/29/2018,,Acknowledged,,40000,129
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,,,,Case,70.0,70.0,1.0,29.2,2044.0,,,DRY,,,,60,4/5/2018,,Acknowledged,,41000,130
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,,Ounce,,Case,344.0,64.0,5.4,29.75,10234.0,,,DRY,,,,60,3/6/2018,,Acknowledged,,42000,131
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,,Ounce,,Case,64.0,64.0,1.0,30.1409375,1929.02,,,DRY,,,,60,3/26/2018,,Acknowledged,,43000,132
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,,Ounce,,Case,21.0,64.0,0.3,30.14095238,632.95999998,,,DRY,,,,60,3/29/2018,,Acknowledged,,44000,133
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,,,,Case,70.0,70.0,1.0,29.2,2044.0,,,DRY,,,,60,4/5/2018,,Acknowledged,,45000,134
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,,Ounce,,Case,344.0,64.0,5.4,29.75,10234.0,,,DRY,,,,60,3/6/2018,,Acknowledged,,46000,135
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,,Ounce,,Case,64.0,64.0,1.0,30.1409375,1929.02,,,DRY,,,,60,3/26/2018,,Acknowledged,,47000,136
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,,Ounce,,Case,21.0,64.0,0.3,30.14095238,632.95999998,,,DRY,,,,60,3/29/2018,,Acknowledged,,48000,137
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,,,,Case,70.0,70.0,1.0,29.2,2044.0,,,DRY,,,,60,4/5/2018,,Acknowledged,,49000,138
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,,Ounce,,Case,344.0,64.0,5.4,29.75,10234.0,,,DRY,,,,60,3/6/2018,,Acknowledged,,50000,139
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,,Ounce,,Case,64.0,64.0,1.0,30.1409375,1929.02,,,DRY,,,,60,3/26/2018,,Acknowledged,,51000,140
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,,Ounce,,Case,21.0,64.0,0.3,30.14095238,632.95999998,,,DRY,,,,60,3/29/2018,,Acknowledged,,52000,141
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,,,,Case,70.0,70.0,1.0,29.2,2044.0,,,DRY,,,,60,4/5/2018,,Acknowledged,,53000,142
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,,Ounce,,Case,344.0,64.0,5.4,29.75,10234.0,,,DRY,,,,60,3/6/2018,,Acknowledged,,54000,143
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,,Ounce,,Case,64.0,64.0,1.0,30.1409375,1929.02,,,DRY,,,,60,3/26/2018,,Acknowledged,,55000,144
WD18050015,DO124a,Peach Can,Out of Code,24,24,Ounce,Other,Case,50.0,100.0,0.5,12.0,600.0,,,DRY,,2/25/2018,,90,5/26/2018,,Acknowledged,,2000,145
WD18050015,DO125a,Salad Bag Mixed,Out of Code,24,24,Ounce,Other,Case,50.0,100.0,0.5,12.0,600.0,,,DRY,,2/25/2018,,90,5/26/2018,,Acknowledged,,3000,146
WD18050015,DO126a,Salad Bag Assorted,Out of Code,24,24,Ounce,Other,Case,50.0,100.0,0.5,12.0,600.0,,,DRY,,2/25/2018,,90,5/26/2018,,Acknowledged,,4000,147
WD18050010,4430010645,Mike Testing RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,16.0,120.0,0.13333333,17.0,272.0,277.0,,DRY,11/17/2016,,315,90,12/27/2017,,Acknowledged,,10000,148
WD18050010,4430010645,Mike Testing RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,48.0,120.0,0.4,17.0,816.0,830.0,,DRY,11/17/2016,,315,90,12/27/2017,,Acknowledged,,11000,149
WD18050010,4430010645,Mike Testing RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,44.0,120.0,0.36666667,17.0,748.0,761.0,,DRY,11/17/2016,,315,90,12/27/2017,,Acknowledged,,12000,150
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,2/28/2018,,60,60,6/28/2018,,Acknowledged,,13000,151
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,2/28/2018,,60,60,6/28/2018,,Acknowledged,,14000,152
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,2/28/2018,,60,60,6/28/2018,,Acknowledged,,15000,153
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,1/17/2018,,60,60,5/17/2018,,Acknowledged,,16000,154
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,1/17/2018,,60,60,5/17/2018,,Acknowledged,,17000,155
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,1/26/2018,,60,60,5/26/2018,,Acknowledged,,18000,156
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,1/26/2018,,60,60,5/26/2018,,Acknowledged,,19000,157
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,32.0,48.0,0.66666667,9.0,288.0,288.0,,DRY,1/11/2018,,60,60,5/11/2018,,Acknowledged,,20000,158
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,1/12/2018,,60,60,5/12/2018,,Acknowledged,,21000,159
WD18050010,4430012076,Ashley Testin CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,1/12/2018,,60,60,5/12/2018,,Acknowledged,,22000,160
WD18050012,CIK10L15PDM65,Dan Testing 1 Liter Water,CLOSE CODE,,1,Liter,Bottle,Case,520.0,65.0,8.0,33.98,17669.6,,,DRY,,,,,1/16/2019,,Acknowledged,,1000,161
WD18050012,NDW24Z24PDMCH36,Mike Testing 24oz. Water,CLOSE CODE,,24,Ounce,Bottle,Case,252.0,36.0,7.0,33.98,8562.96,,,DRY,,,,,1/5/2019,,Acknowledged,,2000,162
WD18050012,CLO1GP3PDSB,Ashley Testing 1 Gallon Water,CLOSE CODE,,1,Gallon,Bottle,Case,384.0,96.0,4.0,33.98,13048.32,,,DRY,,,,,3/22/2019,,Acknowledged,,3000,163
WD18050013,CIK10L15PDM65,1 Liter Water,CLOSE CODE,,1,Liter,Bottle,Case,520.0,65.0,8.0,33.98,17669.6,,,DRY,,,,,1/16/2019,,,,1000,164
WD18050013,NDW24Z24PDMCH36,24oz. Water,CLOSE CODE,,24,Ounce,Bottle,Case,252.0,36.0,7.0,33.98,8562.96,,,DRY,,,,,1/5/2019,,,,2000,165
WD18050013,CLO1GP3PDSB,1 Gallon Water,CLOSE CODE,,1,Gallon,Bottle,Case,384.0,96.0,4.0,33.98,13048.32,,,DRY,,,,,3/22/2019,,,,3000,166
WD18050015,DO123a,Apple Can Test 2,Out of Code,24,24,Ounce,Other,Case,50.0,100.0,0.5,12.0,600.0,,,DRY,,2/25/2018,,90,5/26/2018,,Acknowledged,,1000,167
WD18050022,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,,DRY,2/24/2016,,1,,2/25/2016,,Acknowledged,,1000,168
WD18050022,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,,DRY,2/24/2016,,1,,2/25/2016,,Acknowledged,,2000,169
WD18050022,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,,DRY,2/24/2016,,1,,2/25/2016,,Acknowledged,,3000,170
WD18050022,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,,DRY,2/24/2016,,1,,2/25/2016,,Acknowledged,,4000,171
WD18050022,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,2231.0,,DRY,2/24/2016,,1,,2/25/2016,,Acknowledged,,5000,172
WD18050022,4430010626,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,5.0,176.0,0.02840909,14.0,70.0,69.0,,DRY,4/12/2016,,1,,4/13/2016,,Acknowledged,,6000,173
WD18050022,4430010626,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,169.0,176.0,0.96022727,14.0,2366.0,2327.0,,DRY,4/12/2016,,1,,4/13/2016,,Acknowledged,,7000,174
WD18050022,4430010626,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,1.0,176.0,0.00568182,14.0,14.0,14.0,,DRY,4/12/2016,,1,,4/13/2016,,Acknowledged,,8000,175
WD18050022,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,12.0,120.0,0.1,17.0,204.0,208.0,,DRY,11/17/2016,,1,,11/18/2016,,Acknowledged,,9000,176
WD18050022,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,16.0,120.0,0.13333333,17.0,272.0,277.0,,DRY,11/17/2016,,1,,11/18/2016,,Acknowledged,,10000,177
WD18050022,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,48.0,120.0,0.4,17.0,816.0,830.0,,DRY,11/17/2016,,1,,11/18/2016,,Acknowledged,,11000,178
WD18050022,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,44.0,120.0,0.36666667,17.0,748.0,761.0,,DRY,11/17/2016,,1,,11/18/2016,,Acknowledged,,12000,179
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,2/28/2018,,1,,3/1/2018,,Acknowledged,,13000,180
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,2/28/2018,,1,,3/1/2018,,Acknowledged,,14000,181
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,2/28/2018,,1,,3/1/2018,,Acknowledged,,15000,182
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,1/17/2018,,1,,1/18/2018,,Acknowledged,,16000,183
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,1/17/2018,,1,,1/18/2018,,Acknowledged,,17000,184
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,1/26/2018,,1,,1/27/2018,,Acknowledged,,18000,185
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,1/26/2018,,1,,1/27/2018,,Acknowledged,,19000,186
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,1/12/2018,,1,,1/13/2018,,Acknowledged,,21000,187
WD18050029,44300100001,Ashley ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Other,Case,1.0,1.0,1.0,2231.0,2231.0,,,DRY,2/24/2016,,360,99,5/28/2017,,Acknowledged,,2000,188
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,32.0,48.0,0.66666667,9.0,288.0,288.0,,DRY,1/11/2018,,1,,1/12/2018,,Acknowledged,,20000,189
WD18050022,4430012076,Ashley LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,432.0,,DRY,1/12/2018,,1,,1/13/2018,,Acknowledged,,22000,190
WD18050026,CRY1GP288BDR,4430010000,,,,,,,,2231.0,1.0,1.0,,,,,,,,360,,,,,1000,191
WD18050026,NDW05L35PDRPBN,4430010000,,,,,,,,2231.0,1.0,1.0,,,,,,,,360,,,,,2000,192
WD18050026,GRV05L24PDMN,4430010000,,,,,,,,2231.0,1.0,1.0,,,,,,,,360,,,,,3000,193
WD18050026,ESE1GP6PSPB,4430010000,,,,,,,,2231.0,1.0,1.0,,,,,,,,360,,,,,4000,194
WD18050027,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,,,DRY,2/24/2016,,360,,2/18/2017,,,,1000,195
WD18050027,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,,,DRY,2/24/2016,,360,,2/18/2017,,,,2000,196
WD18050027,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,,,DRY,2/24/2016,,360,,2/18/2017,,,,3000,197
WD18050027,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,,,DRY,2/24/2016,,360,,2/18/2017,,,,4000,198
WD18050027,4430010000,Dan ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Can,Case,1.0,1.0,1.0,2231.0,2231.0,,,DRY,2/24/2016,,360,,2/18/2017,,,,5000,199
WD18050027,4430010626,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,5.0,176.0,0.0,14.0,70.0,,,DRY,4/12/2016,,360,,4/7/2017,,,,6000,200
WD18050027,4430010626,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,169.0,176.0,1.0,14.0,2366.0,,,DRY,4/12/2016,,360,,4/7/2017,,,,7000,201
WD18050027,4430010626,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,16,Ounce,Can,Case,1.0,176.0,0.0,14.0,14.0,,,DRY,4/12/2016,,360,,4/7/2017,,,,8000,202
WD18050027,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,12.0,120.0,0.0,17.0,204.0,,,DRY,11/17/2016,,315,,9/28/2017,,,,9000,203
WD18050027,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,16.0,120.0,0.0,17.0,272.0,,,DRY,11/17/2016,,315,,9/28/2017,,,,10000,204
WD18050027,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,48.0,120.0,0.0,17.0,816.0,,,DRY,11/17/2016,,315,,9/28/2017,,,,11000,205
WD18050027,4430010645,Mike ROS RFB VEG 12/16Z,CLOSE CODE,12,20,Ounce,Can,Case,44.0,120.0,0.0,17.0,748.0,,,DRY,11/17/2016,,315,,9/28/2017,,,,12000,206
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,2/28/2018,,60,60,6/28/2018,,,,13000,207
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,2/28/2018,,60,60,6/28/2018,,,,14000,208
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,2/28/2018,,60,60,6/28/2018,,,,15000,209
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,1/17/2018,,60,60,5/17/2018,,,,16000,210
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,1/17/2018,,60,60,5/17/2018,,,,17000,211
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,1/26/2018,,60,60,5/26/2018,,,,18000,212
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,1/26/2018,,60,60,5/26/2018,,,,19000,213
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,32.0,48.0,1.0,9.0,288.0,,,DRY,1/11/2018,,60,60,5/11/2018,,,,20000,214
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,1/12/2018,,60,60,5/12/2018,,,,21000,215
WD18050027,4430012076,LaChoy  Chow Mein Noodles NDLS BG DRC 10/12Z,CLOSE CODE,10,12,Ounce,Bag,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,1/12/2018,,60,60,5/12/2018,,,,22000,216
WD18050029,44300100001,Ashley ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Other,Case,1.0,1.0,1.0,2231.0,2231.0,,,DRY,2/24/2016,,360,99,5/28/2017,,Acknowledged,,3000,217
WD18050029,44300100001,Ashley ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Other,Case,1.0,1.0,1.0,2231.0,2231.0,,,DRY,2/24/2016,,360,99,5/28/2017,,Acknowledged,,4000,218
WD18050029,44300100001,Ashley ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Other,Case,1.0,1.0,1.0,2231.0,2231.0,,,DRY,2/24/2016,,360,99,5/28/2017,,Acknowledged,,5000,219
WD18050029,44300106261,Dan ROS RFB VEG 12/16Z,CLOSE CODE,,,,Other,Case,5.0,176.0,0.02840909,14.0,70.0,,,DRY,4/12/2016,,360,99,7/15/2017,,Acknowledged,,6000,220
WD18050029,44300106261,Dan ROS RFB VEG 12/16Z,CLOSE CODE,,,,Other,Case,5.0,176.0,0.02840909,14.0,70.0,,,DRY,4/12/2016,,360,99,7/15/2017,,Acknowledged,,7000,221
WD18050029,44300106261,Dan ROS RFB VEG 12/16Z,CLOSE CODE,,,,Other,Case,5.0,176.0,0.02840909,14.0,70.0,,,DRY,4/12/2016,,360,99,7/15/2017,,Acknowledged,,8000,222
WD18050029,44300106261,Dan ROS RFB VEG 12/16Z,CLOSE CODE,,,,Other,Case,5.0,176.0,0.02840909,14.0,70.0,,,DRY,4/12/2016,,360,99,7/15/2017,,Acknowledged,,9000,223
WD18050029,44300106261,Dan ROS RFB VEG 12/16Z,CLOSE CODE,,,,Other,Case,5.0,176.0,0.02840909,14.0,70.0,,,DRY,4/12/2016,,360,99,7/15/2017,,Acknowledged,,10000,224
WD18050029,44300106261,Dan ROS RFB VEG 12/16Z,CLOSE CODE,,,,Other,Case,5.0,176.0,0.02840909,14.0,70.0,,,DRY,4/12/2016,,360,99,7/15/2017,,Acknowledged,,11000,225
WD18050029,44300106261,Dan ROS RFB VEG 12/16Z,CLOSE CODE,,,,Other,Case,5.0,176.0,0.02840909,14.0,70.0,,,DRY,4/12/2016,,360,99,7/15/2017,,Acknowledged,,12000,226
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,,,,Other,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,2/28/2018,,60,99,8/6/2018,,Acknowledged,,13000,227
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,,,,Other,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,2/28/2018,,60,99,8/6/2018,,Acknowledged,,14000,228
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,,,,Other,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,2/28/2018,,60,99,8/6/2018,,Acknowledged,,15000,229
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,,,,Other,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,1/17/2018,,60,99,6/25/2018,,Acknowledged,,16000,230
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,,,,Other,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,1/17/2018,,60,99,6/25/2018,,Acknowledged,,17000,231
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,,,,Other,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,1/26/2018,,60,99,7/4/2018,,Acknowledged,,18000,232
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,,,,Other,Case,48.0,48.0,1.0,9.0,432.0,,,DRY,1/26/2018,,60,99,7/4/2018,,Acknowledged,,19000,233
WD18050029,44300120761,Mike LC CHW MN NDLS BG DRC 10/12Z,CLOSE CODE,,,,Other,Case,32.0,48.0,0.66666667,9.0,288.0,,,DRY,1/11/2018,,60,99,6/19/2018,,Acknowledged,,20000,234
WD18050029,44300100001,Ashley ROS RFB VEG 1/PL 240/8/16Z,CLOSE CODE,,,,Other,Case,1.0,1.0,1.0,2231.0,2231.0,,,DRY,2/24/2016,,360,99,5/28/2017,,Acknowledged,,1000,235
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,,Ounce,,Case,21.0,64.0,0.3,30.14095238,632.95999998,,,DRY,,,,60,3/29/2018,,Acknowledged,,56000,236
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,,,,Case,70.0,70.0,1.0,29.2,2044.0,,,DRY,,,,60,4/5/2018,,Acknowledged,,57000,237
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,,Ounce,,Case,344.0,64.0,5.4,29.75,10234.0,,,DRY,,,,60,3/6/2018,,Acknowledged,,58000,238
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,,Ounce,,Case,64.0,64.0,1.0,30.1409375,1929.02,,,DRY,,,,60,3/26/2018,,Acknowledged,,59000,239
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,,Ounce,,Case,21.0,64.0,0.3,30.14095238,632.95999998,,,DRY,,,,60,3/29/2018,,Acknowledged,,60000,240
WD18030005,F0811317809501,SAC 1L/12ls ClrDt Mand Orng 70 POM,CLOSE CODE,12/,,,,Case,70.0,70.0,1.0,29.2,2044.0,,,DRY,,,,60,4/5/2018,,Acknowledged,,61000,241
WD18030005,F0615000173601,SRA 2L/6 Spk L/ade Key Lime RS        64,CLOSE CODE,6/ Ounce,,Ounce,,Case,344.0,64.0,5.4,29.75,10234.0,,,DRY,,,,60,3/6/2018,,Acknowledged,,62000,242
WD18030005,F0928251007103,BRK 2L/6 Cola 64,CLOSE CODE,6/ Ounce,,Ounce,,Case,64.0,64.0,1.0,30.1409375,1929.02,,,DRY,,,,60,3/26/2018,,Acknowledged,,63000,243
WD18030005,F0928250141601,BRK 2L/6 P/app 64,CLOSE CODE,6/ Ounce,,Ounce,,Case,21.0,64.0,0.3,30.14095238,632.95999998,,,DRY,,,,60,3/29/2018,,Acknowledged,,64000,244
WD18030395,DO123,Apple Can,Out of Code,24,24,Ounce,4 Pack,Case,100.0,100.0,1.0,12.0,1200.0,,,DRY,,2/25/2018,,90,5/26/2018,,Acknowledged,,1000,245
WD18030395,DO124,Peach Can,Out of Code,24,24,Ounce,4 Pack,Case,50.0,100.0,0.5,12.0,600.0,,,DRY,,2/25/2018,,90,5/26/2018,,Acknowledged,,2000,246
WD18030395,DO125,Salad Bag Mixed,Out of Code,24,24,Ounce,4 Pack,Case,50.0,100.0,0.5,12.0,600.0,,,DRY,,2/25/2018,,90,5/26/2018,,Acknowledged,,3000,247
WD18030395,DO126,Salad Bag Assorted,Out of Code,24,24,Ounce,4 Pack,Case,50.0,100.0,0.5,12.0,600.0,,,DRY,,2/25/2018,,90,5/26/2018,,Acknowledged,,4000,248
